text,label
Someone used my Aadhaar card details to get a SIM card and loan. Now I'm receiving collection calls for a ₹5000 loan I never took.,Hacking & Unauthorized Access
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
Received offer letter from a fake recruitment agency. Paid ₹0 for processing but never got any job.,E-Commerce & Job Fraud
My face was superimposed on inappropriate images and sent to my colleagues. Facing harassment at workplace because of this.,Social Media Crimes
False rumors about me are being spread on WhatsApp groups. My reputation in society has been severely damaged.,Social Media Crimes
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
Purchased concert tickets for ₹0 from a reseller online. Received fake tickets that didn't work at the venue.,E-Commerce & Job Fraud
Discovered a group sharing pirated movies and software illegally. My copyrighted content is also being distributed there.,Social Media Crimes
"My ex-partner installed spyware on my phone. They're tracking my location, reading messages, and listening to calls.",Ransomware & Malware
Enrolled in an online course for ₹30000 that promised certification from a reputed university. Course was fake and worthless.,E-Commerce & Job Fraud
Discovered my book is being distributed as PDF on multiple file-sharing sites without my authorization.,Others
Someone cloned my credit card and made purchases worth ₹5000. I discovered this when I received OTP messages for transactions I didn't do.,Financial Fraud
Multiple types of cybercrimes are happening simultaneously. Complicated situation requiring immediate attention.,Others
Discovered a group sharing pirated movies and software illegally. My copyrighted content is also being distributed there.,Social Media Crimes
Found a dark web forum sharing stolen credit card details and personal information of thousands of people.,Social Media Crimes
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
Received email about a government subsidy scheme. Had to pay ₹75000 as registration fee. It was a scam and I lost my money.,Financial Fraud
"A person sent me a QR code saying scan to receive money. After scanning, ₹100000 was deducted instead of credited.",Financial Fraud
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
Got addicted to online gambling apps. Lost ₹20000 in total. These apps should be banned.,Others
My credit card details were stolen from an unsecured website. Fraudulent transactions of ₹50000 were made within hours.,Financial Fraud
"Someone created a fake website looking exactly like Bank of Baroda portal. I entered my login credentials and OTP. Within minutes, ₹0 was transferred from my account.",Financial Fraud
Receiving threatening DMs on multiple platforms from anonymous accounts telling me to quit my job or face consequences.,Online Harassment & Threats
Facing cybercrime that doesn't fit standard categories. Need help to report this unusual case.,Others
Received email about a government subsidy scheme. Had to pay ₹20000 as registration fee. It was a scam and I lost my money.,Financial Fraud
Received offer letter from a fake recruitment agency. Paid ₹0 for processing but never got any job.,E-Commerce & Job Fraud
Received notification that my data was compromised in a data breach at Google. My card details and personal information were leaked.,Hacking & Unauthorized Access
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
Got addicted to online gambling apps. Lost ₹75000 in total. These apps should be banned.,Others
"A person sent me a QR code saying scan to receive money. After scanning, ₹45000 was deducted instead of credited.",Financial Fraud
Customer data including mine was exposed when Samsung servers were hacked. Receiving spam and fraud calls ever since.,Hacking & Unauthorized Access
"Got a call about a high-paying job. They asked for ₹0 as security deposit. After paying, they stopped responding.",E-Commerce & Job Fraud
Joined an investment group on Telegram. They claimed guaranteed returns. I invested ₹150000 but they blocked me after taking the money.,Financial Fraud
A person is selling leaked exam papers and answer keys online. This is affecting the education system.,Social Media Crimes
Witnessing organized cybercrime activities that need investigation by specialized cyber cell.,Others
Downloaded software from untrusted website and my computer got infected with virus. All personal data was stolen.,Ransomware & Malware
A fake Twitter account in my name is posting controversial content. People think it's me and I'm facing backlash.,Social Media Crimes
Ordered designer clothes worth ₹0. Received used and damaged items completely different from what was advertised.,E-Commerce & Job Fraud
My original content is being used by multiple websites without permission. They're earning revenue from my work.,Others
Someone is creating and sharing fake news articles with my name mentioned. It's affecting my business and personal life.,Social Media Crimes
Found evidence of cybercrime network operating across multiple states. This needs higher authority intervention.,Others
"Someone created a fake LinkedIn profile with my details and is approaching companies for jobs, damaging my professional reputation.",Social Media Crimes
Received a fake job offer from a reputed company via email. Paid ₹0 as registration fee but it was a scam.,E-Commerce & Job Fraud
"Someone created a fake website looking exactly like HDFC Bank portal. I entered my login credentials and OTP. Within minutes, ₹0 was transferred from my account.",Financial Fraud
"A person I rejected is stalking me online, commenting on every post, and sending unwanted messages despite being blocked multiple times.",Online Harassment & Threats
Downloaded software from untrusted website and my computer got infected with virus. All personal data was stolen.,Ransomware & Malware
Discovered a group sharing pirated movies and software illegally. My copyrighted content is also being distributed there.,Social Media Crimes
Participated in online cricket betting and lost ₹200000. The app is operating illegally in India.,Others
False rumors about me are being spread on WhatsApp groups. My reputation in society has been severely damaged.,Social Media Crimes
My credit card was used for unauthorized transactions at various online shopping sites. Total loss: ₹10000. I never made these purchases.,Financial Fraud
Someone is streaming live matches illegally and selling subscriptions. This is copyright violation.,Social Media Crimes
My driving license was used by someone else to commit fraud. I received a legal notice for something I didn't do.,Hacking & Unauthorized Access
My credit card details were stolen from an unsecured website. Fraudulent transactions of ₹45000 were made within hours.,Financial Fraud
"Someone created a fake website looking exactly like Bank of Baroda portal. I entered my login credentials and OTP. Within minutes, ₹0 was transferred from my account.",Financial Fraud
Found out someone created a fake profile using my photos and personal details on social media. They're scamming people in my name.,Hacking & Unauthorized Access
Got a call from someone pretending to be from HDFC Bank customer care. They asked for my CVV and OTP. I gave it and lost ₹0.,Financial Fraud
Being cyberbullied by classmates who created a hate page about me on Instagram with fake stories and morphed photos.,Online Harassment & Threats
"A person sent me a QR code saying scan to receive money. After scanning, ₹10000 was deducted instead of credited.",Financial Fraud
My email account was hacked. The hacker sent emails to my contacts asking for money. They also changed my recovery options.,Hacking & Unauthorized Access
A person I met online has my intimate photos. Threatening to post them on social media unless I pay ₹0.,Online Harassment & Threats
Found multiple fake Instagram accounts using my identity. They're scamming people by selling products in my name.,Social Media Crimes
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Someone posed as a financial advisor and convinced me to invest ₹75000 in fake stocks. The trading platform turned out to be fake.,Financial Fraud
Someone stole my photography and is selling prints online claiming it as their own work.,Others
False allegations of fraud are being posted about my company on social media. This is destroying years of goodwill.,Others
Someone hacked into my phone and is monitoring my calls and messages. They know my conversations and are blackmailing me.,Online Harassment & Threats
Being blackmailed with morphed obscene photos. The blackmailer wants ₹0 and threatening to send photos to my contacts.,Online Harassment & Threats
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Discovered keylogger software on my office computer. Someone was recording all my keystrokes including sensitive information.,Ransomware & Malware
Mobile got infected after installing a fake app. The virus is stealing my contacts and personal information.,Ransomware & Malware
A fake account impersonating me is messaging my friends and family asking for money transfers.,Social Media Crimes
My credit card details were stolen from an unsecured website. Fraudulent transactions of ₹30000 were made within hours.,Financial Fraud
Someone recorded our video call where I was partially dressed. Now demanding ₹0 or they'll send it to my family and colleagues.,Online Harassment & Threats
Fake videos with my face using deepfake technology are being shared. It shows me saying things I never said.,Social Media Crimes
Someone hacked my Facebook account and posted inappropriate content. They also messaged my friends asking for financial help.,Hacking & Unauthorized Access
Someone created a fake profile using my name and photos on Facebook. They're posting inappropriate content damaging my reputation.,Social Media Crimes
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
Someone posed as a financial advisor and convinced me to invest ₹30000 in fake stocks. The trading platform turned out to be fake.,Financial Fraud
My competitor is posting negative reviews on my business page with fake accounts to damage my reputation.,Others
Mobile got infected after installing a fake app. The virus is stealing my contacts and personal information.,Ransomware & Malware
Mobile got infected after installing a fake app. The virus is stealing my contacts and personal information.,Ransomware & Malware
Someone is running illegal lottery schemes through Telegram groups. Many people including me lost money (₹5000).,Others
My email account was hacked. The hacker sent emails to my contacts asking for money. They also changed my recovery options.,Hacking & Unauthorized Access
Found out someone created a fake profile using my photos and personal details on social media. They're scamming people in my name.,Hacking & Unauthorized Access
Someone installed spyware on my device remotely. They're monitoring all my activities including passwords and bank details.,Ransomware & Malware
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
Website was selling products at 70% discount. I ordered items worth ₹0 but received cheap duplicate products.,E-Commerce & Job Fraud
My face was superimposed on inappropriate images and sent to my colleagues. Facing harassment at workplace because of this.,Social Media Crimes
My software code was copied and sold by another developer. This is copyright infringement.,Others
False allegations of fraud are being posted about my company on social media. This is destroying years of goodwill.,Others
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
Receiving threatening DMs on multiple platforms from anonymous accounts telling me to quit my job or face consequences.,Online Harassment & Threats
"My ex-partner installed spyware on my phone. They're tracking my location, reading messages, and listening to calls.",Ransomware & Malware
"Someone created a fake LinkedIn profile with my details and is approaching companies for jobs, damaging my professional reputation.",Social Media Crimes
My credit card was used for unauthorized transactions at various online shopping sites. Total loss: ₹100000. I never made these purchases.,Financial Fraud
Purchased concert tickets for ₹0 from a reseller online. Received fake tickets that didn't work at the venue.,E-Commerce & Job Fraud
Received an email saying my SBI account will be blocked unless I verify. The link took me to a fake site where I entered my details. ₹0 was stolen.,Financial Fraud
Received notification that my data was compromised in a data breach at Google. My card details and personal information were leaked.,Hacking & Unauthorized Access
Transferred ₹75000 worth of Bitcoin to a wallet address for an investment opportunity. The person disappeared after receiving payment.,Financial Fraud
Received ransomware through a fake software update. All my important documents are locked and they want ₹30000.,Ransomware & Malware
Someone is running illegal lottery schemes through Telegram groups. Many people including me lost money (₹30000).,Others
My food delivery app account was accessed by unauthorized person who ordered food worth ₹0 using my saved cards.,Hacking & Unauthorized Access
Downloaded software from untrusted website and my computer got infected with virus. All personal data was stolen.,Ransomware & Malware
Discovered keylogger software on my office computer. Someone was recording all my keystrokes including sensitive information.,Ransomware & Malware
"A person sent me a QR code saying scan to receive money. After scanning, ₹100000 was deducted instead of credited.",Financial Fraud
Purchased mobile phone for ₹0 from a fake shopping website. The site disappeared after taking payment.,E-Commerce & Job Fraud
Someone created a fake profile using my name and photos on Facebook. They're posting inappropriate content damaging my reputation.,Social Media Crimes
Being cyber-stalked by an ex who created fake profiles to follow me and my friends. They're collecting information about my daily routine.,Online Harassment & Threats
Someone hacked my Facebook account and posted inappropriate content. They also messaged my friends asking for financial help.,Hacking & Unauthorized Access
Someone created deepfake videos of me and posted them online. The videos show me in compromising situations that never happened.,Social Media Crimes
My server was compromised with ransomware. Database is encrypted and hackers threatening to delete everything unless paid ₹45000.,Ransomware & Malware
Ordered designer clothes worth ₹0. Received used and damaged items completely different from what was advertised.,E-Commerce & Job Fraud
Ordered items worth ₹0 on an online marketplace. Seller marked as shipped but I never received anything.,E-Commerce & Job Fraud
False rumors about me are being spread on WhatsApp groups. My reputation in society has been severely damaged.,Social Media Crimes
Ordered items worth ₹0 on an online marketplace. Seller marked as shipped but I never received anything.,E-Commerce & Job Fraud
Being blackmailed with morphed obscene photos. The blackmailer wants ₹0 and threatening to send photos to my contacts.,Online Harassment & Threats
Being cyber-stalked by an ex who created fake profiles to follow me and my friends. They're collecting information about my daily routine.,Online Harassment & Threats
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
My Google Pay account was taken over by someone. They changed all security settings and made purchases worth ₹0.,Hacking & Unauthorized Access
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
Joined an online casino through a WhatsApp group. Deposited ₹45000 but cannot withdraw my winnings now.,Others
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹45000.,Ransomware & Malware
Morphed images of me with fake captions are going viral on social media. Getting threats and abuse from strangers.,Social Media Crimes
Paid ₹25000 for an entrance exam coaching that guaranteed admission. Institute shut down after collecting fees from students.,E-Commerce & Job Fraud
My original content is being used by multiple websites without permission. They're earning revenue from my work.,Others
"A person sent me a QR code saying scan to receive money. After scanning, ₹10000 was deducted instead of credited.",Financial Fraud
Ordered electronics worth ₹0 from a website that looked legitimate. Received a brick instead of the product.,E-Commerce & Job Fraud
Discovered keylogger software on my office computer. Someone was recording all my keystrokes including sensitive information.,Ransomware & Malware
Receiving threatening DMs on multiple platforms from anonymous accounts telling me to quit my job or face consequences.,Online Harassment & Threats
Someone is sending me abusive messages daily on WhatsApp and other platforms. They threatened to harm me physically.,Online Harassment & Threats
Someone is sharing child pornography in a WhatsApp group I was added to without my knowledge. Need to report this immediately.,Social Media Crimes
My personal information including phone number and email was leaked online after a company database was hacked.,Hacking & Unauthorized Access
Received an email saying my Axis Bank account will be blocked unless I verify. The link took me to a fake site where I entered my details. ₹0 was stolen.,Financial Fraud
Transferred ₹30000 worth of Bitcoin to a wallet address for an investment opportunity. The person disappeared after receiving payment.,Financial Fraud
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
Transferred ₹150000 worth of Bitcoin to a wallet address for an investment opportunity. The person disappeared after receiving payment.,Financial Fraud
My computer was infected with ransomware. All files are encrypted and hackers demand ₹45000 in Bitcoin to decrypt them.,Ransomware & Malware
Someone is sending me abusive messages daily on WhatsApp and other platforms. They threatened to harm me physically.,Online Harassment & Threats
Ordered items worth ₹0 on an online marketplace. Seller marked as shipped but I never received anything.,E-Commerce & Job Fraud
Transferred ₹50000 worth of Bitcoin to a wallet address for an investment opportunity. The person disappeared after receiving payment.,Financial Fraud
Invested ₹45000 in a cryptocurrency trading platform that promised high returns. Cannot withdraw my funds now and the website is not responding.,Financial Fraud
Ordered items worth ₹0 on an online marketplace. Seller marked as shipped but I never received anything.,E-Commerce & Job Fraud
Received notification that my data was compromised in a data breach at Flipkart. My card details and personal information were leaked.,Hacking & Unauthorized Access
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Applied for a job online and was asked to pay ₹0 for background verification. It turned out to be fake.,E-Commerce & Job Fraud
Found multiple fake Instagram accounts using my identity. They're scamming people by selling products in my name.,Social Media Crimes
Found out someone created a fake profile using my photos and personal details on social media. They're scamming people in my name.,Hacking & Unauthorized Access
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
Ordered electronics worth ₹0 from a website that looked legitimate. Received a brick instead of the product.,E-Commerce & Job Fraud
Received an email saying my Axis Bank account will be blocked unless I verify. The link took me to a fake site where I entered my details. ₹0 was stolen.,Financial Fraud
Enrolled in an online course for ₹25000 that promised certification from a reputed university. Course was fake and worthless.,E-Commerce & Job Fraud
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
Purchased concert tickets for ₹0 from a reseller online. Received fake tickets that didn't work at the venue.,E-Commerce & Job Fraud
Paid advance ₹0 for a rented apartment found on OLX. The person disappeared with the money and the property doesn't exist.,E-Commerce & Job Fraud
Someone is running illegal lottery schemes through Telegram groups. Many people including me lost money (₹100000).,Others
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Invested ₹45000 in a fake cryptocurrency scheme promising 300% returns. The website disappeared after collecting money from investors.,Financial Fraud
Someone created deepfake videos of me and posted them online. The videos show me in compromising situations that never happened.,Social Media Crimes
Someone hacked my Facebook account and posted inappropriate content. They also messaged my friends asking for financial help.,Hacking & Unauthorized Access
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
My personal information including phone number and email was leaked online after a company database was hacked.,Hacking & Unauthorized Access
Downloaded a PDF file from email that installed a keylogger on my system. Someone accessed my banking credentials.,Ransomware & Malware
Receiving messages with threat to rape and murder. The sender knows my workplace and where my children study.,Online Harassment & Threats
Someone gained access to my online shopping account and ordered products worth ₹0 to a different address.,Hacking & Unauthorized Access
Paid ₹0 for branded shoes on a fake e-commerce site. Never received the product and the site is now closed.,E-Commerce & Job Fraud
Received email claiming they have my browsing history and webcam recordings. Demanding ₹0 in Bitcoin to delete them.,Online Harassment & Threats
Someone gained access to my online shopping account and ordered products worth ₹0 to a different address.,Hacking & Unauthorized Access
My business computer systems were attacked by ransomware. Hackers encrypted all data and demanding ₹20000 to restore access.,Ransomware & Malware
Facing cybercrime that doesn't fit standard categories. Need help to report this unusual case.,Others
A person contacted me on WhatsApp offering personal loans at low interest. Paid ₹5000 as processing fee but never got the loan.,Financial Fraud
Got messages threatening to kill me if I don't pay ₹0. They claim to know my home address and daily schedule.,Online Harassment & Threats
Invested ₹100000 in a cryptocurrency trading platform that promised high returns. Cannot withdraw my funds now and the website is not responding.,Financial Fraud
Customer data including mine was exposed when Ola servers were hacked. Receiving spam and fraud calls ever since.,Hacking & Unauthorized Access
I am being constantly harassed on social media by someone posting hateful comments and messages targeting me.,Online Harassment & Threats
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
Found multiple fake Instagram accounts using my identity. They're scamming people by selling products in my name.,Social Media Crimes
Found a dark web forum sharing stolen credit card details and personal information of thousands of people.,Social Media Crimes
Someone is continuously tracking my location and movements using my social media posts. They know where I go and send threatening messages.,Online Harassment & Threats
Got messages threatening to kill me if I don't pay ₹0. They claim to know my home address and daily schedule.,Online Harassment & Threats
My face was superimposed on inappropriate images and sent to my colleagues. Facing harassment at workplace because of this.,Social Media Crimes
Multiple types of cybercrimes are happening simultaneously. Complicated situation requiring immediate attention.,Others
Someone created deepfake videos of me and posted them online. The videos show me in compromising situations that never happened.,Social Media Crimes
Registered for an online degree program for ₹45000. Later found out the university doesn't exist and degree has no value.,E-Commerce & Job Fraud
Discovered keylogger software on my office computer. Someone was recording all my keystrokes including sensitive information.,Ransomware & Malware
Someone created deepfake videos of me and posted them online. The videos show me in compromising situations that never happened.,Social Media Crimes
My business computer systems were attacked by ransomware. Hackers encrypted all data and demanding ₹100000 to restore access.,Ransomware & Malware
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹45000.,Ransomware & Malware
Someone is creating and sharing fake news articles with my name mentioned. It's affecting my business and personal life.,Social Media Crimes
A group of people created fake accounts to bully and defame me online. They're posting my personal information publicly.,Online Harassment & Threats
Got addicted to online gambling apps. Lost ₹150000 in total. These apps should be banned.,Others
Invested ₹10000 in a cryptocurrency trading platform that promised high returns. Cannot withdraw my funds now and the website is not responding.,Financial Fraud
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
My PAN card was misused to open a bank account. Fraudulent transactions worth ₹200000 were made through that account.,Hacking & Unauthorized Access
Registered for an online degree program for ₹15000. Later found out the university doesn't exist and degree has no value.,E-Commerce & Job Fraud
Someone is sharing child pornography in a WhatsApp group I was added to without my knowledge. Need to report this immediately.,Social Media Crimes
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
My mobile banking app account was compromised. The hacker transferred ₹0 to multiple accounts before I could block it.,Hacking & Unauthorized Access
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
My face was superimposed on inappropriate images and sent to my colleagues. Facing harassment at workplace because of this.,Social Media Crimes
Ordered electronics worth ₹0 from a website that looked legitimate. Received a brick instead of the product.,E-Commerce & Job Fraud
Receiving threatening DMs on multiple platforms from anonymous accounts telling me to quit my job or face consequences.,Online Harassment & Threats
Received ransomware through a fake software update. All my important documents are locked and they want ₹20000.,Ransomware & Malware
I was selling my bicycle online. The buyer sent a fake UPI screenshot showing payment of ₹30000. I shipped the item but never received the money.,Financial Fraud
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
My credit card was used for unauthorized transactions at various online shopping sites. Total loss: ₹5000. I never made these purchases.,Financial Fraud
Found my photos edited with fake quotes attributed to me. These are being used to spread political propaganda.,Social Media Crimes
A stranger obtained my phone number and address somehow. Now calling repeatedly and sending gifts to my home despite warnings.,Online Harassment & Threats
Downloaded a PDF file from email that installed a keylogger on my system. Someone accessed my banking credentials.,Ransomware & Malware
Found a dark web forum sharing stolen credit card details and personal information of thousands of people.,Social Media Crimes
Received a fake job offer from a reputed company via email. Paid ₹0 as registration fee but it was a scam.,E-Commerce & Job Fraud
Joined an investment group on Telegram. They claimed guaranteed returns. I invested ₹50000 but they blocked me after taking the money.,Financial Fraud
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
Ordered electronics worth ₹0 from a website that looked legitimate. Received a brick instead of the product.,E-Commerce & Job Fraud
Someone is continuously tracking my location and movements using my social media posts. They know where I go and send threatening messages.,Online Harassment & Threats
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
False rumors about me are being spread on WhatsApp groups. My reputation in society has been severely damaged.,Social Media Crimes
Received offer letter from a fake recruitment agency. Paid ₹0 for processing but never got any job.,E-Commerce & Job Fraud
Discovered a complex cyber fraud scheme involving multiple people and platforms.,Others
Enrolled in an online course for ₹200000 that promised certification from a reputed university. Course was fake and worthless.,E-Commerce & Job Fraud
My software code was copied and sold by another developer. This is copyright infringement.,Others
Being cyberbullied by classmates who created a hate page about me on Instagram with fake stories and morphed photos.,Online Harassment & Threats
Someone hacked into my phone and is monitoring my calls and messages. They know my conversations and are blackmailing me.,Online Harassment & Threats
Multiple types of cybercrimes are happening simultaneously. Complicated situation requiring immediate attention.,Others
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹45000.,Ransomware & Malware
"Someone created a fake LinkedIn profile with my details and is approaching companies for jobs, damaging my professional reputation.",Social Media Crimes
Someone is streaming live matches illegally and selling subscriptions. This is copyright violation.,Social Media Crimes
My mobile banking app account was compromised. The hacker transferred ₹0 to multiple accounts before I could block it.,Hacking & Unauthorized Access
"A person sent me a QR code saying scan to receive money. After scanning, ₹30000 was deducted instead of credited.",Financial Fraud
Website was selling products at 70% discount. I ordered items worth ₹0 but received cheap duplicate products.,E-Commerce & Job Fraud
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
Ordered items worth ₹0 on an online marketplace. Seller marked as shipped but I never received anything.,E-Commerce & Job Fraud
Someone hacked my phone and got access to my private photos. Now extorting ₹0 saying they'll make them viral.,Online Harassment & Threats
Discovered my book is being distributed as PDF on multiple file-sharing sites without my authorization.,Others
Purchased concert tickets for ₹0 from a reseller online. Received fake tickets that didn't work at the venue.,E-Commerce & Job Fraud
Fake videos with my face using deepfake technology are being shared. It shows me saying things I never said.,Social Media Crimes
Joined an online casino through a WhatsApp group. Deposited ₹15000 but cannot withdraw my winnings now.,Others
Someone contacted me on social media claiming to be a crypto expert. I paid ₹75000 for their trading signals course but it was fake.,Financial Fraud
Received ransomware through a fake software update. All my important documents are locked and they want ₹150000.,Ransomware & Malware
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
I received a message claiming to be from ICICI Bank asking me to update my KYC details urgently. I clicked the link and entered my card details. Now ₹0 has been debited from my account.,Financial Fraud
Found my photos edited with fake quotes attributed to me. These are being used to spread political propaganda.,Social Media Crimes
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹150000.,Ransomware & Malware
Registered for an online degree program for ₹100000. Later found out the university doesn't exist and degree has no value.,E-Commerce & Job Fraud
Ordered items worth ₹0 on an online marketplace. Seller marked as shipped but I never received anything.,E-Commerce & Job Fraud
My competitor is posting negative reviews on my business page with fake accounts to damage my reputation.,Others
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹15000.,Ransomware & Malware
Being cyberbullied by classmates who created a hate page about me on Instagram with fake stories and morphed photos.,Online Harassment & Threats
Enrolled in an online course for ₹50000 that promised certification from a reputed university. Course was fake and worthless.,E-Commerce & Job Fraud
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
Received ransomware through a fake software update. All my important documents are locked and they want ₹20000.,Ransomware & Malware
Someone is streaming live matches illegally and selling subscriptions. This is copyright violation.,Social Media Crimes
Joined an investment group on Telegram. They claimed guaranteed returns. I invested ₹20000 but they blocked me after taking the money.,Financial Fraud
Received email claiming they have my browsing history and webcam recordings. Demanding ₹0 in Bitcoin to delete them.,Online Harassment & Threats
My credit card details were stolen from an unsecured website. Fraudulent transactions of ₹50000 were made within hours.,Financial Fraud
Anonymous person threatening to upload morphed obscene images of me unless I pay ₹0 immediately.,Online Harassment & Threats
Ordered electronics worth ₹0 from a website that looked legitimate. Received a brick instead of the product.,E-Commerce & Job Fraud
My face was superimposed on inappropriate images and sent to my colleagues. Facing harassment at workplace because of this.,Social Media Crimes
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
My PAN card was misused to open a bank account. Fraudulent transactions worth ₹15000 were made through that account.,Hacking & Unauthorized Access
Discovered keylogger software on my office computer. Someone was recording all my keystrokes including sensitive information.,Ransomware & Malware
Received email claiming they have my browsing history and webcam recordings. Demanding ₹0 in Bitcoin to delete them.,Online Harassment & Threats
"A person I rejected is stalking me online, commenting on every post, and sending unwanted messages despite being blocked multiple times.",Online Harassment & Threats
Someone created a website specifically to defame me with fake stories and accusations.,Others
Someone hacked my Facebook account and posted inappropriate content. They also messaged my friends asking for financial help.,Hacking & Unauthorized Access
Discovered a complex cyber fraud scheme involving multiple people and platforms.,Others
Someone created deepfake videos of me and posted them online. The videos show me in compromising situations that never happened.,Social Media Crimes
Paid ₹0 to an Instagram seller for a product. They blocked me after receiving payment and never sent the item.,E-Commerce & Job Fraud
False rumors about me are being spread on WhatsApp groups. My reputation in society has been severely damaged.,Social Media Crimes
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
My PAN card was misused to open a bank account. Fraudulent transactions worth ₹30000 were made through that account.,Hacking & Unauthorized Access
A fake crypto exchange website stole ₹15000 worth of my digital assets when I tried to trade.,Financial Fraud
My credit card details were stolen from an unsecured website. Fraudulent transactions of ₹15000 were made within hours.,Financial Fraud
"A person sent me a QR code saying scan to receive money. After scanning, ₹15000 was deducted instead of credited.",Financial Fraud
My original content is being used by multiple websites without permission. They're earning revenue from my work.,Others
My business computer systems were attacked by ransomware. Hackers encrypted all data and demanding ₹30000 to restore access.,Ransomware & Malware
Someone is sending me abusive messages daily on WhatsApp and other platforms. They threatened to harm me physically.,Online Harassment & Threats
Someone is creating and sharing fake news articles with my name mentioned. It's affecting my business and personal life.,Social Media Crimes
Received email claiming they have my browsing history and webcam recordings. Demanding ₹0 in Bitcoin to delete them.,Online Harassment & Threats
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
Received email about a government subsidy scheme. Had to pay ₹45000 as registration fee. It was a scam and I lost my money.,Financial Fraud
I received a message claiming to be from HDFC Bank asking me to update my KYC details urgently. I clicked the link and entered my card details. Now ₹0 has been debited from my account.,Financial Fraud
Receiving death threats via email and WhatsApp from unknown numbers. They have my personal photos and threatening to harm my family.,Online Harassment & Threats
Received email about a government subsidy scheme. Had to pay ₹20000 as registration fee. It was a scam and I lost my money.,Financial Fraud
Found out someone created a fake profile using my photos and personal details on social media. They're scamming people in my name.,Hacking & Unauthorized Access
Someone is sending threatening messages demanding ₹0 or they will leak my private information online.,Online Harassment & Threats
Ordered electronics worth ₹0 from a website that looked legitimate. Received a brick instead of the product.,E-Commerce & Job Fraud
